,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
13943,569688245019111425,negative,1.0,Customer Service Issue,1.0,American,,c_cgottlieb,,0,americanair pathetic service,,2015-02-22 18:40:36 -0800,"Washington, DC",Atlantic Time (Canada)
10091,569540460810620928,negative,1.0,Customer Service Issue,0.6736,US Airways,,lminboston,,0,usairways hold hour system hung twice hour holding trying correct online flight booking problem error unhappy,,2015-02-22 08:53:22 -0800,,
2990,568805751386288128,negative,1.0,Customer Service Issue,0.3441,United,,thejoemadison,,0,united wonderful unfortunately help hr flight major city disappointed,,2015-02-20 08:13:53 -0800,"Chicago, IL ",Central Time (US & Canada)
13598,569806083981758464,positive,0.6702,,0.0,American,,SimonWallner,,0,americanair thanks charge anything end good,,2015-02-23 02:28:51 -0800,"Vienna, Austria",Vienna
11565,567979842882428928,negative,0.6731,Can't Tell,0.6731,US Airways,,evan_salmon,,0,usairways hope weather delay help reroute lodging non stop way go,,2015-02-18 01:32:01 -0800,,Quito
13055,569950766485540864,negative,1.0,Lost Luggage,0.6974,American,,Six_Pack_Pollak,,0,americanair thanks telling flight got cancelled flightled missing luggage thanks fam,"[32.90425138, -97.02805207]",2015-02-23 12:03:46 -0800,Houston,Central Time (US & Canada)
9587,569862572540878848,positive,1.0,,,US Airways,,JOHN_TURNER_JR,,0,usairways clt baggage crew deserves kudos run make connection bag still made customerservice,,2015-02-23 06:13:19 -0800,"Mobile, Alabama, US",Central Time (US & Canada)
264,568929979981033472,positive,1.0,,,Virgin America,,djchuang,,1,virginamerica thanks gate checking baggage full flight giving early boarding sweet,"[32.8454782, -96.8504585]",2015-02-20 16:27:32 -0800,"Orange County, CA",Pacific Time (US & Canada)
11549,568022599843893248,negative,0.3638,Flight Attendant Complaints,0.3638,US Airways,,RealcornerboyT,,0,usairways gate agent working everyone resolve connecting flight issue concern,,2015-02-18 04:21:55 -0800,Any Martin Luther St.,
6788,570277054635057153,negative,1.0,Can't Tell,1.0,Delta,,leezbtv,,0,jetblue trouble signing trueblue today despite right credential getting able sign msg,,2015-02-24 09:40:19 -0800,Seattle,Pacific Time (US & Canada)
13078,569945018527428608,negative,1.0,Can't Tell,0.6651,American,,ImprotaD,,0,americanair open kiosk priority line open main check ppl,,2015-02-23 11:40:56 -0800,,
10131,569526164575924225,positive,0.7149,,0.0,US Airways,,RobinCBNNews,,0,usairways please thank mellie cae tammy baggage claim clt excellent customer service complaint,,2015-02-22 07:56:33 -0800,,
3864,568068216972423169,negative,1.0,Lost Luggage,1.0,United,,ShawnMMcCarthy,,0,united told lost guy know,,2015-02-18 07:23:11 -0800,"NA, SA, Europe",Eastern Time (US & Canada)
10435,569309864759050240,negative,1.0,Customer Service Issue,1.0,US Airways,,GatorGirl36,,0,usairways husband tried use dividend amp companion fair emergency transferred amp put hold two hour gave disappointed,,2015-02-21 17:37:03 -0800,,Eastern Time (US & Canada)
10592,569153207148150785,negative,1.0,Late Flight,0.6752,US Airways,,therealcab,,0,usairways long going make u sit plane repair could least get beer,,2015-02-21 07:14:33 -0800,,
6274,568085705479618560,negative,1.0,Customer Service Issue,1.0,Southwest,,jaimegenova,,0,southwestair customer relation line busy signal called normal line service rep thought dumb knowing,,2015-02-18 08:32:41 -0800,Tennessee,Central Time (US & Canada)
12711,570050754158800896,negative,1.0,Customer Service Issue,1.0,American,,RobGlaser,,0,americanair issue long wait infinite loop system let customer wait leave message,"[47.6171292, -122.2803409]",2015-02-23 18:41:05 -0800,"Seattle, WA, USA",
14350,569630106940895233,negative,1.0,Lost Luggage,1.0,American,,JulianaSheldon,,0,americanair third lost bag amp min hold told would eventually get bag completely unacceptable,,2015-02-22 14:49:35 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
3711,568176925845237760,neutral,1.0,,,United,,sdgarguilo,,0,united promo tv includes brian williams tough edit quickly complaint observation,,2015-02-18 14:35:09 -0800,Earth (for now...),Eastern Time (US & Canada)
8438,568270768989081600,positive,1.0,,,Delta,,NickTypesWords,,8,know lot baggage want know really enjoyed inside jetblue jetbae,,2015-02-18 20:48:03 -0800,Inquiries: CAA  •  Miller PR ,
9786,569668310637404163,negative,1.0,Customer Service Issue,1.0,US Airways,,snowcrash6666,,0,usairways two hour hold talk agent disconnect trying two day wtf hire csrs u make,,2015-02-22 17:21:23 -0800,,
1529,569681060553826304,negative,1.0,Customer Service Issue,1.0,United,,Fire_Bilal,,0,united lol little late flight,,2015-02-22 18:12:03 -0800,"Iowa City, IA",Eastern Time (US & Canada)
12011,570270435478122497,neutral,0.6266,,,American,,beckyw618,,0,americanair thanks much,,2015-02-24 09:14:01 -0800,,
923,570011417249759233,negative,0.7083,Lost Luggage,0.375,United,,jalvich,,0,united flight arrives minute early wait hour bag,,2015-02-23 16:04:46 -0800,,Eastern Time (US & Canada)
11492,568073698877554689,negative,1.0,Late Flight,1.0,US Airways,,TabersAmerica,,0,usairways americanair min delay thanks maintenance issue thanks wasting day,,2015-02-18 07:44:58 -0800,"Philadelphia, PA",Eastern Time (US & Canada)
7329,569668144198848514,neutral,1.0,,,Delta,,shannonwoodward,,3,jetblue id appreciate would also mind contacting pilot flight request allowed announce intercom,,2015-02-22 17:20:44 -0800,"Los Angeles, CA",Arizona
4364,570287238145290240,neutral,1.0,,,Southwest,,briman007,,0,southwestair sure please follow,,2015-02-24 10:20:47 -0800,"Atlanta, GA",Eastern Time (US & Canada)
669,570209482090917888,neutral,0.352,,0.0,United,,LukeGzus,,0,united done done,,2015-02-24 05:11:49 -0800,,
3604,568238227791822850,positive,1.0,,,United,,froyomama,,0,united thanks,,2015-02-18 18:38:45 -0800,,Central Time (US & Canada)
5108,569340341956038657,negative,1.0,Cancelled Flight,1.0,Southwest,,AmyKeefe,,0,southwestair flight bos cancelled flightled flight till tuesday spent get flight another airline hotel refund,,2015-02-21 19:38:10 -0800,,
10102,569536168301211649,negative,1.0,Customer Service Issue,1.0,US Airways,,Katycarlson,,0,usairways color confused would need call update procedure policy see connecting,,2015-02-22 08:36:18 -0800,America ,Central Time (US & Canada)
13194,569917117576949760,negative,1.0,Late Flight,1.0,American,,ricmarias,,0,americanair official complaint signed americanairlines lima supervisor customer relation pls compensate delay,,2015-02-23 09:50:04 -0800,,Madrid
5248,569233400592257024,negative,1.0,Customer Service Issue,0.6942,Southwest,,Raymance23,,0,southwestair particular reason minute counting speak human,,2015-02-21 12:33:13 -0800,NYC/Columbus/Chicago,Eastern Time (US & Canada)
7183,569908792776892416,neutral,0.6823,,,Delta,,JamesMSama,,0,jetblue absolutely girlfriend flight booking problem mexico flight next day two send tweet done,,2015-02-23 09:16:59 -0800,"Boston, MA.",Eastern Time (US & Canada)
10888,568800165886210048,negative,1.0,Customer Service Issue,1.0,US Airways,,DoctorRedz,,0,usairways still hold hour minute counting platinum care problem checking care,,2015-02-20 07:51:42 -0800,Jamaica,Eastern Time (US & Canada)
2591,569012722169466880,positive,0.7021,,,United,,robbshurr,,0,united fill yes thanks bringyourown kleankanteen http,,2015-02-20 21:56:19 -0800,"Boulder, CO",Mountain Time (US & Canada)
5906,568495216291913728,negative,0.6932,Customer Service Issue,0.3636,Southwest,,funnyfellah,,0,southwestair yes guy get act together,,2015-02-19 11:39:56 -0800,,
9973,569596364197199873,negative,1.0,Customer Service Issue,1.0,US Airways,,farmdinner,,0,usairways need actual person customer relation refund call dispute charge credit card,,2015-02-22 12:35:30 -0800,,Eastern Time (US & Canada)
6509,567811142924656640,negative,0.6495,Flight Booking Problems,0.6495,Southwest,,Tinygami,,0,southwestair show one flight one way try go home page book roundtrip nothing available,,2015-02-17 14:21:40 -0800,Michigan,Tehran
11205,568436010817712128,negative,1.0,Late Flight,0.7182,US Airways,,VirginiaRmz,,1,usairways yeah expecting hour,,2015-02-19 07:44:40 -0800," Mexico, D.F.",Central Time (US & Canada)
7133,569927127350407168,positive,0.6598,,,Delta,,Jonmicol,,1,jetblue fleet fleek http jet blizzue hizouse,"[42.35829164, -71.06163025]",2015-02-23 10:29:50 -0800,"Boston, MA",Eastern Time (US & Canada)
2307,569264736455536641,negative,1.0,Cancelled Flight,1.0,United,,jimbradshaw4,,0,united u cancelled flighted flight iad jax supposed use plane bna u used plane another destination instead,,2015-02-21 14:37:44 -0800,,Eastern Time (US & Canada)
8804,567836118181277696,negative,1.0,Can't Tell,1.0,Delta,,44riggins44,,0,jetblue would drive hour jfk board jetblue vega instead closer hartford airport cramming seat,,2015-02-17 16:00:55 -0800,boston,
3690,568185339245756416,negative,0.6309,Flight Booking Problems,0.3251,United,,parryaftab,,0,united flying tomorrow mexico u mileage tkts dont show status help,,2015-02-18 15:08:35 -0800,,Central Time (US & Canada)
687,570187940221071360,positive,0.6455,,,United,,Gouwerijn,,0,united thnx info,"[35.8057062, -78.7869445]",2015-02-24 03:46:13 -0800,Alphen aan den Rijn,Amsterdam
612,570250053710819328,neutral,1.0,,,United,,alex_nieves,,0,united thanks info already knew,,2015-02-24 07:53:02 -0800,Connecticut,Quito
7167,569923761232850944,neutral,1.0,,,Delta,,LeroyFunkdafied,,0,jetblue really,,2015-02-23 10:16:28 -0800,"Bangor, Maine, USA",Eastern Time (US & Canada)
11560,568004004183203840,negative,1.0,Customer Service Issue,0.6497,US Airways,,hersheykiss_89,,0,usairways u guy get much many customer fucking badly u,,2015-02-18 03:08:02 -0800,,
3200,568600380977893376,neutral,0.6809,,0.0,United,,jnay777,,0,united notice start boarding assumed time boarding started gas cleared standby full flt,,2015-02-19 18:37:49 -0800,,
10459,569279106086522880,negative,0.6571,Late Flight,0.3399,US Airways,,jayarrre,,0,usairways fly somewhere warm tired snow,,2015-02-21 15:34:50 -0800,,
11168,568463569458741248,negative,1.0,Customer Service Issue,1.0,US Airways,,RPM044,,0,usairways hold min counting cause charged credit card bag provided receipt said error awful,,2015-02-19 09:34:11 -0800,,
6629,567752230111936512,negative,1.0,Cancelled Flight,1.0,Southwest,,dallendoug,,0,southwestair cancelled flightlations link rebook like initial storm issue,,2015-02-17 10:27:34 -0800,Washington DC,
4135,567810811491524608,negative,1.0,Bad Flight,0.3544,United,,CajunSQL,,0,united missed incoming time sat jetbridge driver missed connection time flight,,2015-02-17 14:20:21 -0800,"Baton Rouge, LA",
1898,569529789100507136,negative,1.0,Cancelled Flight,0.3503,United,,czamkoff,,0,united spend money take ticket update plane flight maintenance issue,,2015-02-22 08:10:57 -0800,,
282,568868127364096000,negative,0.6569,Customer Service Issue,0.6569,Virgin America,,SleeplessByte,,0,virginamerica anything going website getting lot error past minute,"[0.0, 0.0]",2015-02-20 12:21:45 -0800,Rijswijk ♡ The Netherlands,Amsterdam
258,568972394297077760,positive,1.0,,,Virgin America,,AnnaProsser,,0,virginamerica great job adding little improve air travel experience thank keep,,2015-02-20 19:16:04 -0800,USA,Pacific Time (US & Canada)
11116,568494910405517312,neutral,0.6452,,0.0,US Airways,,alan_bledsoe,,0,usairways change ok time r open seat earlier flt chkd bag let someone fly standby,,2015-02-19 11:38:43 -0800,,
13811,569713615047168000,negative,1.0,Can't Tell,0.3471,American,,jcarney6,,0,americanair take care cowboycerrone flight screw ups,,2015-02-22 20:21:25 -0800,"Sarasota, FL",
4943,569620438734807042,negative,0.6575,Customer Service Issue,0.3375,Southwest,,kirsten_lana,,0,southwestair sent,,2015-02-22 14:11:10 -0800,"Boston, MA",Eastern Time (US & Canada)
2822,568883475534745600,neutral,1.0,,,United,,dlm_3,,0,united dmangen,,2015-02-20 13:22:44 -0800,Global,Eastern Time (US & Canada)
3525,568303933774532608,negative,1.0,Can't Tell,0.6753,United,,2cJustice4all,,0,united unhappy united service read ralph nader open letter ual ceo leave comment rt http,,2015-02-18 22:59:51 -0800,Chicago Illinois Crime.Inc,Central Time (US & Canada)
14145,569661649138941952,negative,1.0,Late Flight,1.0,American,,DrDemetre,,0,americanair enough push crew jfk delay counting,,2015-02-22 16:54:55 -0800,Brooklyn,Eastern Time (US & Canada)
5223,569250842894733312,negative,1.0,Cancelled Flight,0.6652,Southwest,,darreneyster,,0,southwestair rebooked mdw drink coupon could help,,2015-02-21 13:42:31 -0800,"Chicago, IL",Central Time (US & Canada)
2285,569276207696453632,positive,0.6809,,,United,,untalMontfort,,0,united thanks,"[19.43010575, -99.18988829]",2015-02-21 15:23:19 -0800,"Mexico City, Mexico",Central Time (US & Canada)
6063,568383068244819968,negative,1.0,Late Flight,0.6923,Southwest,,jwsoutha,,0,southwestair love friendly staff asking update delayed flight causing missed connection horribleattitudes,,2015-02-19 04:14:18 -0800,"Rochester, Michigan",
8078,568807083270762497,negative,1.0,Can't Tell,0.6487,Delta,,MichelleAntunez,,0,jetblue something telling u,,2015-02-20 08:19:11 -0800,"Miami,Florida",Central Time (US & Canada)
4654,569956726318850048,negative,1.0,Cancelled Flight,0.6736,Southwest,,meredithrae1,,0,southwestair please explain every flight dallas going today except pm,,2015-02-23 12:27:27 -0800,,
5000,569555719885885441,negative,1.0,Damaged Luggage,0.6509999999999999,Southwest,,kashnow,,0,southwestair neveryamind paid flight new bag easy business class customer right http,,2015-02-22 09:54:00 -0800,"31.708674,34.993824",Eastern Time (US & Canada)
6710,567724266045837313,negative,1.0,Customer Service Issue,1.0,Southwest,,GameDaySweetie,,0,southwestair almost hour hold hour life ca get back thanks http,,2015-02-17 08:36:27 -0800,"Nashville, TN",
13664,569764275700375552,negative,1.0,Can't Tell,1.0,American,,DBFuhrm,,0,americanair worst airline world yousuck horrible,,2015-02-22 23:42:43 -0800,"Scottsdale, AZ",
8676,568041051182616576,positive,1.0,,,Delta,,ErinMBarlow,,0,jetblue planning btw excellent service crew dca sju sxm,"[18.22245647, -63.00369733]",2015-02-18 05:35:14 -0800,,Eastern Time (US & Canada)
10403,569329041544749056,neutral,1.0,,,US Airways,,gmena91,,0,usairways get update flight dca,,2015-02-21 18:53:15 -0800,,
5416,569124416891817984,positive,1.0,,,Southwest,,chelseamcwillie,,0,southwestair favorite airline ca wait book flight new orleans trip april,,2015-02-21 05:20:09 -0800,"Narragansett, Rhode Island",Atlantic Time (Canada)
475,567806884191944705,positive,1.0,,,Virgin America,,Hakenson_LIOX,,0,virginamerica dad segway best part whole infographic,"[42.5696777, -71.42056878]",2015-02-17 14:04:45 -0800,"Waltham, MA",Atlantic Time (Canada)
2555,569085424498446337,negative,0.705,Bad Flight,0.705,United,,tcfitz3,,0,united first class passenger pay inflight wifi,,2015-02-21 02:45:12 -0800,Houston,Central Time (US & Canada)
8087,568800846789545984,neutral,0.6806,,,Delta,,alexandrawalshh,,0,jetblue thanks bae,,2015-02-20 07:54:24 -0800,nyc ,Quito
7,570300248553349120,neutral,0.634,,,Virgin America,,pilot,,0,virginamerica really missed prime opportunity men without hat parody http,,2015-02-24 11:12:29 -0800,Los Angeles,Pacific Time (US & Canada)
6411,567875308377911297,neutral,1.0,,,Southwest,,feetsanity,,0,southwestair flight booking problem flight vega good promo code,,2015-02-17 18:36:38 -0800,,Pacific Time (US & Canada)
13425,569866669243265024,positive,0.6533,,,American,,Beach_Girl7,,0,americanair ok thank ca get hold someone get new flight,,2015-02-23 06:29:36 -0800,Bentonville  Arkansas,Central Time (US & Canada)
13060,569949655905263616,neutral,1.0,,,American,,davidmacho,,0,americanair couple question available pm,,2015-02-23 11:59:21 -0800,"ÜT: 41.498967,2.186957",Madrid
